registry_id,hospital_name,state,lga,facility_level,facility_level_option,ownership,ownership_type,bed_count,doctor_count,nurse_count,ambulance_count,has_emergency_unit,has_operating_theatre,has_icu,has_blood_bank,source
05/12/1/1/1/0017,Gwashamai Primary Health Center,Bauchi,Katagum,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/12/1/1/1/0037,Ziramai Health Post,Bauchi,Katagum,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/13/1/1/1/0023,Kumbi Health Post,Bauchi,Kirfi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/13/1/1/1/0003,Balan Kanawa Health Clinic,Bauchi,Kirfi,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/13/1/1/1/0029,Rigan Jalo Health Post,Bauchi,Kirfi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/13/1/1/1/0035,Taure Health Post,Bauchi,Kirfi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/13/1/1/1/0014,Gula Health Post,Bauchi,Kirfi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/13/1/1/1/0012,Garin Muazu Health Post,Bauchi,Kirfi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/13/1/1/1/0016,Kadolli Primary Health Clinic,Bauchi,Kirfi,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/14/1/1/1/0045,Zadawa Primary Health Center,Bauchi,Misau,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/14/1/1/1/0031,Koftara Primary Health Clinic,Bauchi,Misau,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/14/1/1/1/0033,Mainari Primary Health Center,Bauchi,Misau,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/14/1/1/1/0021,Hardawa Primary Health Center,Bauchi,Misau,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/14/1/1/1/0018,Goyinga Health Post,Bauchi,Misau,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/14/1/1/1/0019,Gugulin Health Post,Bauchi,Misau,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/14/1/1/1/0009,Dabigi Primary Health Clinic,Bauchi,Misau,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0016,Dingis Health Clinic,Bauchi,Ningi,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0019,Fadina Health Post,Bauchi,Ningi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0067,K Zaki Health Post,Bauchi,Ningi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0079,Balma Health Post,Bauchi,Ningi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0023,Iyayi Health Clinic,Bauchi,Ningi,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0032,Kauyen Kayel Health Post,Bauchi,Ningi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0018,Dogon Ruwa Health Post,Bauchi,Ningi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0068,Guda Health Post,Bauchi,Ningi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0059,Tashar Maje Primary Health Care Center,Bauchi,Ningi,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0037,Kurmi Primary Health Center,Bauchi,Ningi,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0081,Kwangi Health Post,Bauchi,Ningi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0017,Diwa Health Post,Bauchi,Ningi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
32/01/1/1/1/0016,Odau Health Post,Rivers,Abua/Odual,Primary,Primary Health Center,Public,State Government,13,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0058,Tamba Health Post,Bauchi,Ningi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0064,Unguwar Madaki Health Clinic,Bauchi,Ningi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0021,Ganji Health Clinic,Bauchi,Ningi,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0029,Kanawa Health Post,Bauchi,Ningi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0060,Tsangaya Model Primary Health Clinic,Bauchi,Ningi,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0053,Shakaleme Health Post,Bauchi,Ningi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0056,Shuwaki Health Post,Bauchi,Ningi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0047,Ningi Town Health Post,Bauchi,Ningi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0033,Kongoro Health Post,Bauchi,Ningi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/15/1/1/1/0042,Limi Health Post,Bauchi,Ningi,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/16/1/1/1/0024,Isore Primary Health Clinic,Bauchi,Shira,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/16/1/1/1/0011,Dalli Primary Health Clinic,Bauchi,Shira,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/16/1/1/1/0015,Eldewo Primary Health Clinic,Bauchi,Shira,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/16/1/1/1/0043,Tarawo Primary Health Clinic,Bauchi,Shira,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/16/1/1/1/0042,Sorodo Primary Health Clinic,Bauchi,Shira,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/16/1/1/1/0013,Darajiya Health Post,Bauchi,Shira,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/16/1/1/1/0004,Bangire Primary Health Center,Bauchi,Shira,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/16/1/1/1/0007,Bono Primary Health Center,Bauchi,Shira,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/16/1/1/1/0030,Kargo Health Post,Bauchi,Shira,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/17/1/1/1/0028,Kundum Primary Health Clinic,Bauchi,Tafawa-Balewa,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/17/1/1/1/0026,Juwa Primary Health Clinic,Bauchi,Tafawa-Balewa,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/17/1/1/1/0020,Duklin Bauchi Primary Health Clinic,Bauchi,Tafawa-Balewa,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/17/1/1/1/0068,Burwat Primary Health Clinic,Bauchi,Tafawa-Balewa,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/17/1/1/1/0036,Sakare Health Clinic,Bauchi,Tafawa-Balewa,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/17/1/1/1/0015,Dajin Primary Health Center,Bauchi,Tafawa-Balewa,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/17/1/1/2/0001,Bar Primary Health Clinic,Bauchi,Tafawa-Balewa,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/17/1/1/1/0007,Shall Primary Health Clinic,Bauchi,Tafawa-Balewa,Primary,Health Post,Public,Unknown,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/17/1/1/1/0047,Bamja Primary Health Clinic,Bauchi,Tafawa-Balewa,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/17/1/1/1/0034,Murno Primary Health Clinic,Bauchi,Tafawa-Balewa,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0082,Tashan Mai'Allo Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0006,Bujiyel Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0032,Kafin Durumi Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0043,Mara Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0078,Sutumi Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0069,Runtu Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0070,Sabon Gari Zakshi Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0075,Saminakan Gwa Primary Health Clinic,Bauchi,Toro,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0114,Zukku Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
02/05/1/1/1/0013,Gabun Primary Health Care Center,Adamawa,Gombi,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0072,Sabon Garin Tulu Primary Health Clinic,Bauchi,Toro,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0054,Palama Primary Health Clinic,Bauchi,Toro,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0100,Zari Maku Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0087,Tudun Wadan Ribina Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0066,Rinjin Mukur Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0035,Kwacciyel Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0039,Magama Gari Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0090,Wom Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0093,Yakanaji Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0012,Didim Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0055,Patira Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0067,Ririwai Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/18/1/1/1/0065,Rinjin Gura Health Post,Bauchi,Toro,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/19/1/1/1/0015,Gawo Health Post,Bauchi,Warji,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/19/1/1/1/0020,Kadallen Bubuna Primary Health Center,Bauchi,Warji,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/19/1/1/1/0029,Muda Babba Primary Health Care Center,Bauchi,Warji,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/19/1/1/1/0022,Kadallen Kanawa Primary Health Center,Bauchi,Warji,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/19/1/2/1/0001,Katanga Primary Health Care Center,Bauchi,Warji,Secondary,Health Post,Public,Local Government,45,10,24,2,True,True,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/19/1/1/1/0033,Unguwar Danya Health Post,Bauchi,Warji,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/19/1/1/1/0016,Gidan Mada Health Post,Bauchi,Warji,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/20/1/1/1/0064,Jundu Health Post,Bauchi,Zaki,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/20/1/1/1/0058,Tikirze Health Post,Bauchi,Zaki,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/20/1/1/1/0014,Futti Health Post,Bauchi,Zaki,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/20/1/1/1/0033,Kirchibuwa Health Post,Bauchi,Zaki,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/20/1/1/1/0038,Maikore Health Post,Bauchi,Zaki,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/20/1/1/1/0007,Barwari Health Post,Bauchi,Zaki,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/20/1/1/1/0018,Gara Health Post,Bauchi,Zaki,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
05/20/1/1/1/0042,Manawaniski Health Post,Bauchi,Zaki,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
